# 278,cat278|Провода и кабели
# 287,cat287|Трубы гофрированные, Крепеж КЛИПСА, Держатель КЛИПСА
#1|Труба гофрированная, ПВХ, с протяжкой 16 мм, бухта 100 м|287|GE16-100| 7,50| 7,00| 6,70|||Трубы гофрированные, ПВХ| ECOPLAST|<br><b>Цена за 1 погонный метр.</b>||/img/pic/elka/small/gofr.jpg|/img/pic/elka/big/jpg
#0|Труба гофрированная, ПВХ, с протяжкой 20 мм, бухта 100 м|287|GE20-100| 9,00| 8,40| 8,00|
#0|Труба гофрированная, ПВХ, с протяжкой 25 мм, бухта  25 м|287|GE25-025|13,50|12,90|12,50|
#0|Труба гофрированная, ПВХ, с протяжкой 25 мм, бухта  50 м|287|GE25-050|13,50|12,90|12,50|
#0|Труба гофрированная, ПВХ, с протяжкой 32 мм, бухта  25 м|287|GE32-025|25,00|23,50|22,50|
#0|Труба гофрированная, ПВХ, с протяжкой 40 мм, бухта  15 м|287|GE40-015|29,00|27,00|25,00|
#0|Труба гофрированная, ПВХ, с протяжкой 40 мм, бухта  20 м|287|GE40-020|29,00|27,00|25,00|
#1|Крепеж КЛИПСА для труб ПВХ, 16 мм, уп. 100 шт.          |287|CL16    | 1,80| 1,50| 1,30|||Крепеж КЛИПСА| для труб ПВХ|</span></p><UL><LI>Держатель предназначен для крепления гофрированной или жесткой трубы к поверхности стен, потолков, полов или перегородок.<LI>Возможно объединение держателей как одного диаметра, так и разных для создания групп гофрированных или гладких жестких труб.<LI>Имеет отверстие для крепления к поверхностям стен.</UL><p><span class="addt">Цена за 1 шт.||/img/pic/elka/small/cl32.jpg|/img/pic/elka/big/jpg
#0|Крепеж КЛИПСА для труб ПВХ, 20 мм, уп. 100 шт.          |287|CL20    | 2,00| 1,80| 1,60||
#0|Крепеж КЛИПСА для труб ПВХ, 25 мм, уп. 100 шт.          |287|CL25    | 2,20| 2,00| 1,80||
#0|Крепеж КЛИПСА для труб ПВХ, 32 мм, уп. 100 шт.          |287|CL32    | 4,00| 3,80| 3,60||
#0|Крепеж КЛИПСА для труб ПВХ, 40 мм, уп. 100 шт.          |287|CL40    | 8,90| 8,20| 7,90||
#1|Держатель КЛИПСА с защелкой, 20 мм, уп. 100 шт.         |287|D20-Z   |16,00|15,00|14,00|||Держатель КЛИПСА с защелкой| для труб ПВХ|</span></p><UL><LI>Держатель предназначен для крепления гофрированной или жесткой трубы к поверхности стен, потолков, полов или перегородок.<LI>Имеет отверстие для крепления к поверхностям стен и с помощью защелки охватывает полностью гофрированную или гладкую трубу соответствующего диаметра по поверхности.</UL><p><span class="addt">Цена за 1 шт.||/img/pic/elka/small/D20-Z.jpg|/img/pic/elka/big/jpg
#0|Держатель КЛИПСА с защелкой, 25 мм, уп. 100 шт.         |287|D25-Z   |17,00|16,00|15,00

# 227,cat227|Фонарь светодиодный
 1|Фонарь налобный светодиодный                       |227|K-H19   | -| -| -||norow|| КОСМОС K-H19, <nobr>XPE LED + 6 SMD LED</nobr> <span class=art>арт. K-H19 </span>|</span></p><UL><LI>3 режима яркости и мерцание.<LI>Яркость до 250&hairsp;Лм.<LI>Дальность до 50&hairsp;м.<LI>Питание: 3 батарейки AAA, время работы 50 часов.</UL><p><span class="addt">||/img/pic/elka/small/K-H19.jpg|/img/pic/elka/big/K-H19.jpg
 0|Фонарь налобный светодиодный КОСМОС K-H19          |227|K-H19   | -| -| -
 1|Фонарь светодиодный влагостойкий 30 х 96 мм, 120 лм|227|K-2079  | -| -| -||norow|| <span class=art>арт. K-2079</span>|</span><span class="for">Ручной фонарь на батарейках, 1 Вт, 120 Лм, мягкий и рассеянный свет 10 м</span></p><UL><LI>Корпус выполнен из прорезиненного материала.<LI>Высокая защита от пыли и влаги <strong>IP44</strong><LI>Питание: 3 батарейки AAA (<b>в комплекте</b>).</UL><p><span class="addt">||/img/pic/elka/small/K-2079.jpg|/img/pic/elka/big/K-2079.jpg
 0|Фонарь светодиодный влагостойкий 30 х 96 мм, 120 лм|227|K-2079  | -| -| -
 1|Фонарь-прожектор светодиодный аккумуляторный 280 лм|227|K-9105  | -| -| -||norow|| КОСМОС K-9105, 2 режима <span class=art>арт. K-9105</span>|</span><span class="for">Компактный прожектор, 2 режима работы: яркий 350 Лм и экономичный 280 Лм</span></p><UL><LI>Источник света - 1 светодиод 5W LED.<LI>Питание: Аккумуляторная батарея 4V / 2Ah. Время работы после полной зарядки: режим турбо-яркости - до 2 часов работы, номинальный режим - до 6 часов.<LI>Заряжается напрямую от розетки 220 В (выдвижная вилка).</UL><p><span class="addt">||/img/pic/elka/small/K-9105.jpg|/img/pic/elka/big/K-9105.jpg
 0|Фонарь-прожектор светодиодный аккумуляторный 280 лм|227|K-9105  | -| -| -
#1|Фонарь-прожектор аккумуляторный светодиодный       |227|K-9199  | -| -| -||norow|| КОСМОС K-9199, 12 LED <span class=art>арт. K-9199</span>|</span></p><UL><LI>Дальность свечения <b>100 метров</b>.<LI>Питание: Аккумуляторная батарея с напряжением 4В. Время работы после полной зарядки - <b>24 часа</b>.<LI>Заряжается от сети 220 В.<LI>Ударопрочный пластиковый корпус. <strong>Степень защиты IP20</strong>.</UL><p><span class="addt">||/img/pic/elka/small/K-9199.jpg|/img/pic/elka/big/K-9199.jpg
#0|Фонарь-прожектор аккумуляторный светодиодный КОСМОС|227|K-9199  | -| -| -
